#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-12T10:22:27 [V7.5.8]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-12T10:22:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4&-out=Name,_RA,_DE,n,Re,q&-out.max=unlimited&-sort=Name	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.8	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_ApJS_219_4_galaxies:
#Name: J/ApJS/219/4/galaxies
#Title: Parameters of the galaxies;  center, outer orientation, sky background; and 1-component Sersic fits
#Column	Name	(a10)	Galaxy name (IDE)	[ucd=meta.id;meta.main]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	n	(F6.3)	[0.3/19]? Sersic index	[ucd=stat.fit.param]
#Column	Re	(F7.2)	[5/7631]? Effective radius	[ucd=phys.angSize]
#Column	q	(F6.3)	[0.07/1]? Axial ratio	[ucd=phys.size.axisRatio]
Name	_RA	_DE	n	Re	q
UGC05354  	149.72257	+47.73687	 1.517	  27.77	 0.526
UGC05358  	149.69637	+11.38839	 1.519	  24.51	 0.375
UGC05364  	149.86025	+30.74639	      	       	
UGC05373  	150.00021	+05.33233	 0.998	 132.37	 0.669
UGC05376  	150.11279	+03.37431	 1.439	   9.29	 0.215
UGC05391  	150.42129	+37.24775	 1.566	  31.51	 0.508
UGC05393  	150.42500	+33.13708	 1.383	  32.65	 0.480
UGC05401  	150.63087	+19.03281	 2.060	  42.32	 0.451
UGC05403  	150.64816	+19.17707	 5.972	   5.93	 0.430
UGC05421  	151.17458	+55.31114	 1.814	  47.97	 0.218
UGC05423  	151.37683	+70.36497	 0.899	  29.31	 0.580
UGC05427  	151.16987	+29.36442	 1.195	  24.46	 0.644
UGC05446  	151.62863	+32.94638	 1.127	  21.77	 0.239
UGC05451  	151.82954	+47.00578	 0.860	  28.67	 0.413
UGC05456  	151.83409	+10.36116	 1.084	  27.77	 0.340
UGC05459  	152.04196	+53.08348	 0.970	  46.92	 0.137
UGC05464  	152.03233	+29.54197	 1.449	  29.90	 0.653
UGC05478  	152.38208	+30.15042	 1.600	  48.74	 0.657
UGC05522  	153.49498	+07.02413	 1.166	  21.91	 0.485
UGC05524  	153.59036	+22.12468	 1.425	  29.75	 0.157
UGC05540  	154.09255	+37.77927	 1.024	  24.46	 0.235
UGC05571  	154.92546	+52.06450	 1.459	  37.95	 0.554
UGC05574  	154.92926	+22.45254	 1.175	  17.55	 0.242
UGC05575  	154.94542	+22.59472	 0.932	  20.02	 0.414
UGC05612  	156.02792	+70.88222	 1.401	  51.83	 0.726
UGC05633  	156.16721	+14.75675	 2.846	 116.81	 0.391
UGC05642  	156.42418	+11.73932	 1.153	  15.88	 0.162
UGC05646  	156.47105	+14.36352	 1.041	  22.62	 0.249
UGC05672  	157.08794	+22.56970	 1.440	  25.75	 0.300
UGC05676  	157.27219	+54.71811	 1.316	  23.79	 0.772
UGC05677  	157.15900	+03.55878	 0.665	  22.10	 0.241
UGC05688  	157.60337	+70.05050	 1.679	  73.27	 0.564
UGC05689  	157.69102	+73.88539	 1.141	  14.13	 0.146
UGC05695  	157.44496	+13.01810	 1.230	  19.86	 0.370
UGC05707  	157.80908	+43.13734	 3.062	  49.59	 0.777
UGC05708  	157.80562	+04.47211	 1.339	  60.78	 0.171
UGC05720  	158.13315	+54.40098	 4.708	   6.06	 0.616
UGC05739  	158.58246	+13.75460	 1.039	  14.98	 0.193
UGC05740  	158.69029	+50.76889	 0.874	  24.29	 0.688
UGC05764  	159.18142	+31.54639	 0.929	  27.92	 0.353
UGC05765  	159.37064	+68.81950	 1.238	  22.52	 0.186
UGC05791  	159.86187	+47.94712	 2.022	  13.51	 0.336
UGC05798  	159.94551	+47.93197	 0.675	  15.45	 0.232
UGC05814  	160.65932	+77.49490	 7.560	  18.06	 0.667
UGC05829  	160.67592	+34.44897	 0.736	  58.97	 0.632
UGC05832  	160.70167	+13.45944	 1.971	  29.46	 0.564
UGC05833  	160.77502	+20.42222	 7.115	  16.02	 0.449
UGC05841  	161.23286	+76.68796	      	       	
UGC05844  	160.98333	+28.14717	 1.452	  26.46	 0.191
UGC05846  	161.12558	+60.36817	 0.981	  43.18	 0.738
UGC05897  	161.92265	+11.07712	 2.088	  44.30	 0.341
UGC05898  	161.95979	+33.72856	 1.425	  28.22	 0.289
UGC05918  	162.40333	+65.53117	 1.365	  83.36	 0.651
UGC05921  	162.30116	+27.92769	 1.142	  28.23	 0.251
UGC05922  	162.25622	-00.64041	 1.309	  14.97	 0.706
UGC05934  	162.49617	+31.90964	 2.163	  53.59	 0.789
UGC05947  	162.62671	+19.64436	 0.897	  30.33	 0.421
UGC05958  	162.81584	+27.84858	 1.285	  17.25	 0.150
UGC05976  	163.01154	+55.60119	 1.452	  22.90	 0.831
UGC05979  	163.17150	+67.98856	 1.160	  26.69	 0.848
UGC05989  	163.13306	+19.79217	 1.321	  17.06	 0.499
UGC05990  	163.15984	+34.48279	 1.385	  12.27	 0.223
UGC06014  	163.42783	+09.72761	 1.090	  18.66	 0.487
UGC06023  	163.58691	+27.23966	 1.082	  20.40	 0.439
UGC06080  	165.16522	+61.32194	 1.271	  31.55	 0.134
UGC06083  	165.09912	+16.69206	 0.902	  15.36	 0.141
UGC06104  	165.46231	+16.60697	 1.488	  19.98	 0.320
UGC06112  	165.64704	+16.73461	 1.576	  36.93	 0.272
UGC06145  	166.39362	-01.86217	 0.748	  25.65	 0.508
UGC06151  	166.48456	+19.82626	 1.035	  27.94	 0.963
UGC06157  	166.60529	+17.50767	 1.418	  27.51	 0.714
UGC06162  	166.72790	+51.20338	 1.573	  45.53	 0.555
UGC06169  	166.76404	+12.06041	 1.026	  15.67	 0.265
UGC06171  	166.79200	+18.56950	 1.095	  28.63	 0.392
UGC06181  	166.94387	+19.54919	 0.907	  20.62	 0.732
UGC06194  	167.25260	+22.92960	 1.429	  16.79	 0.864
UGC06249  	168.33708	+59.90842	 1.410	  27.46	 0.819
UGC06271  	168.65487	+30.31417	 1.582	   7.48	 0.332
UGC06296  	169.21286	+17.79826	 0.673	  20.60	 0.221
UGC06307  	169.41954	+38.04925	 1.894	  22.18	 0.298
UGC06309  	169.44342	+51.47673	 0.933	  22.54	 0.727
UGC06320  	169.57182	+18.84694	 1.236	  16.02	 0.832
UGC06335  	169.94077	+59.28036	 1.564	  28.11	 0.942
UGC06341  	170.00296	+18.26033	 1.092	  18.13	 0.254
UGC06345  	170.06496	+02.52583	 1.046	  30.26	 0.656
UGC06355  	170.16592	+31.22218	 1.196	  23.81	 0.205
UGC06378  	170.53462	+69.63177	 0.929	  29.13	 0.160
UGC06390  	170.67506	+64.06630	 1.082	  21.86	 0.213
UGC06399  	170.84650	+50.89289	 1.083	  41.86	 0.267
UGC06433  	171.38261	+38.06051	 3.927	  52.02	 0.324
UGC06446  	171.66896	+53.74653	 1.868	  59.16	 0.825
UGC06509  	172.84442	+23.11514	 1.483	  38.06	 0.108
UGC06512  	172.93642	+34.33336	 2.358	  13.62	 0.712
UGC06517  	173.01004	+36.69812	 1.508	  15.03	 0.625
UGC06526  	173.16394	+35.32846	 1.236	  16.59	 0.152
UGC06534  	173.33670	+63.28018	 0.865	  36.01	 0.231
UGC06545  	173.43387	+32.63353	 3.666	  22.39	 0.332
UGC06570  	173.95835	+35.33512	 6.682	   8.57	 0.451
UGC06575  	174.11044	+58.18936	 0.958	  24.60	 0.237
UGC06594  	174.40355	+16.55688	 1.314	  35.23	 0.193
UGC06603  	174.50892	+35.20394	 1.548	  31.90	 0.245
UGC06610  	174.68379	+33.80481	 1.128	  28.48	 0.235
UGC06628  	175.02392	+45.94228	 1.293	  62.10	 0.958
UGC06667  	175.60962	+51.59801	 1.469	  54.49	 0.128
UGC06670  	175.62259	+18.33280	 1.275	  31.55	 0.271
UGC06682  	175.78804	+59.10594	 1.268	  42.09	 0.746
UGC06713  	176.10425	+48.83525	 1.069	  29.72	 0.802
UGC06747  	176.60058	+13.82731	 0.649	  19.49	 0.168
UGC06773  	177.00267	+49.80831	 0.889	  24.91	 0.496
UGC06774  	177.04717	+54.99171	 6.286	  16.64	 0.358
UGC06780  	177.20972	-02.03254	 6.072	 263.55	 0.516
UGC06782  	177.23850	+23.83789	 0.913	  38.61	 0.635
UGC06791  	177.34854	+26.74153	 1.246	  22.43	 0.172
UGC06792  	177.34764	+39.77210	 1.127	  29.94	 0.205
UGC06816  	177.69817	+56.45558	 1.249	  36.62	 0.846
UGC06817  	177.72077	+38.88081	 0.833	  53.80	 0.695
UGC06818  	177.69637	+45.80731	 1.157	  28.82	 0.413
UGC06840  	178.02949	+52.10794	 1.807	  45.48	 0.317
UGC06849  	178.16342	+50.03772	 0.999	  30.36	 0.770
UGC06862  	178.31437	+11.63381	 1.152	  22.35	 0.121
UGC06879  	178.60452	-02.31972	 1.136	  25.26	 0.323
UGC06894  	178.85149	+54.65737	 1.021	  26.63	 0.167
UGC06900  	178.91308	+31.51889	 0.627	  34.75	 0.626
UGC06903  	178.90361	+01.23734	 1.830	  53.11	 0.718
UGC06912  	179.06046	+58.19828	      	       	
UGC06917  	179.11989	+50.42839	 1.401	  62.04	 0.541
UGC06922  	179.21787	+50.81686	 1.759	  20.40	 0.760
UGC06930  	179.32248	+49.28325	 1.645	  58.19	 0.806
UGC06931  	179.35504	+57.92936	 0.954	  24.19	 0.608
UGC06955  	179.62737	+38.07678	 0.802	  73.88	 0.385
UGC06956  	179.60817	+50.91761	 2.108	  84.77	 0.629
UGC06969  	179.69854	+53.42450	 0.819	  25.85	 0.324
UGC06978  	179.79358	-02.59150	 1.719	  38.37	 0.479
UGC06983  	179.78639	+52.70779	 2.924	 118.69	 0.506
UGC07009  	180.43460	+62.32806	 1.076	  25.92	 0.257
UGC07019  	180.62242	+62.41719	 0.986	  24.74	 0.630
UGC07035  	180.91727	+02.64128	 1.181	  15.97	 0.346
UGC07053  	181.08475	-01.53075	 0.672	  30.52	 0.876
UGC07086  	181.48382	+77.50507	 1.233	  21.01	 0.125
UGC07089  	181.49158	+43.14364	 0.991	  49.50	 0.223
UGC07094  	181.54489	+42.95579	 1.291	  31.09	 0.344
UGC07125  	182.17297	+36.80230	 1.276	  45.08	 0.314
UGC07129  	182.22954	+41.74094	 2.696	  18.76	 0.521
UGC07133  	182.33241	+18.99742	 1.219	  30.08	 0.633
UGC07143  	182.44464	+25.02606	 1.071	  12.57	 0.416
UGC07153  	182.44562	+62.26849	 1.856	  28.34	 0.164
UGC07170  	182.65397	+18.82781	 1.437	  25.97	 0.121
UGC07175  	182.73111	+39.75677	 1.485	  23.87	 0.374
UGC07184  	182.83317	+01.49194	 0.898	  20.79	 0.382
UGC07186  	182.84292	+18.01681	 0.604	  32.12	 0.174
UGC07189  	182.82777	+74.80824	 1.745	  29.51	 0.738
UGC07218  	183.23458	+52.26417	 0.462	  23.05	 0.566
UGC07239  	183.53767	+07.77717	 1.380	  48.22	 0.832
UGC07242  	183.53704	+66.09425	      	       	
UGC07249  	183.65717	+12.81308	 0.845	  29.61	 0.287
UGC07257  	183.76231	+35.95845	 1.113	  17.25	 0.475
UGC07267  	183.84583	+51.34917	 0.837	  25.76	 0.396
UGC07271  	183.88946	+43.43475	 1.106	  25.72	 0.429
UGC07300  	184.18012	+28.73217	 1.396	  52.21	 0.551
UGC07301  	184.17534	+46.07877	 0.918	  30.23	 0.144
UGC07321  	184.39175	+22.53982	 1.781	  68.16	 0.079
UGC07332  	184.48400	+00.43619	 0.953	  38.15	 0.633
UGC07387  	185.07230	+04.20143	 1.207	  23.84	 0.100
UGC07394  	185.11511	+01.47004	 1.513	  28.17	 0.139
UGC07396  	185.14067	+00.78806	 1.413	  24.54	 0.333
UGC07408  	185.31362	+45.81169	 1.013	  50.34	 0.644
UGC07490  	186.10346	+70.33414	 0.854	  40.95	 0.928
UGC07522  	186.49568	+03.42731	 0.835	  35.15	 0.079
UGC07534  	186.53329	+58.32181	 1.658	  50.73	 0.759
UGC07557  	186.79746	+07.26256	      	       	
UGC07559  	186.77000	+37.14417	 1.071	  59.15	 0.600
UGC07577  	186.92446	+43.49425	 0.733	  86.13	 0.491
UGC07579  	186.98076	+05.72125	 0.914	  15.27	 0.178
UGC07590  	187.07822	+08.72947	 2.000	  12.53	 0.475
UGC07596  	187.14162	+08.63939	 1.175	  36.96	 0.450
UGC07599  	187.11762	+37.23358	 1.047	  32.14	 0.617
UGC07605  	187.16143	+35.71747	 1.215	  47.11	 0.672
UGC07608  	187.18517	+43.22578	 1.571	  51.90	 0.807
UGC07612  	187.25979	+02.72242	 1.031	  39.38	 0.516
UGC07639  	187.47229	+47.53114	 0.940	  35.89	 0.598
UGC07673  	187.99404	+29.70939	 0.966	  35.70	 0.852
UGC07690  	188.11279	+42.70461	 1.188	  23.73	 0.864
UGC07697  	188.21510	+20.18372	 1.707	  26.89	 0.216
UGC07698  	188.22737	+31.54192	 0.775	  93.33	 0.518
UGC07699  	188.20001	+37.62180	 1.339	  57.77	 0.235
UGC07700  	188.13677	+63.87739	 1.717	  33.01	 0.536
UGC07719  	188.50225	+39.01918	 0.762	  40.30	 0.291
UGC07730  	188.52675	+64.56692	 0.761	  16.88	 0.768
UGC07739  	188.68771	+06.30178	 1.013	  37.11	 0.769
UGC07774  	189.09583	+40.00511	 0.808	  37.14	 0.158
UGC07780  	189.17529	+03.10717	 1.075	  26.25	 0.273
UGC07795  	189.43844	+07.10509	 0.904	  32.66	 0.664
UGC07802  	189.58736	+07.89202	 1.064	  26.64	 0.140
UGC07824  	189.96037	+01.67239	 1.260	  27.46	 0.496
UGC07844  	190.20787	+73.71892	 1.207	  18.37	 0.141
UGC07848  	190.23930	+63.51981	 0.939	  29.29	 0.436
UGC07906  	191.04049	+12.11418	 0.813	  26.76	 0.634
UGC07908  	190.90846	+73.61319	 1.240	  22.64	 0.227
UGC07911  	191.12142	+00.46892	 2.096	 101.55	 0.600
UGC07941  	191.50385	+64.56934	 1.726	  31.52	 0.263
UGC07943  	191.69037	+05.95542	 1.497	  25.97	 0.841
UGC07949  	191.74867	+36.47611	      	       	
UGC07950  	191.73511	+51.61300	 0.951	  19.48	 0.718
UGC07982  	192.45907	+02.85292	 1.197	  39.64	 0.141
UGC07991  	192.66237	+01.46419	 1.098	  29.77	 0.121
UGC08040  	193.68135	+58.77652	 1.135	  12.32	 0.120
UGC08041  	193.80284	+00.11667	 1.107	  52.33	 0.552
UGC08042  	193.79237	+07.91820	 3.043	  22.39	 0.879
UGC08048  	193.91408	-00.26356	 1.109	  36.94	 0.242
UGC08052  	193.72080	+73.17843	 1.767	  19.62	 0.303
UGC08053  	193.95450	+04.01394	 0.977	  25.19	 0.551
UGC08056  	194.08308	+10.18867	 1.634	  25.21	 0.488
UGC08067  	194.30069	-01.70681	 1.277	  18.32	 0.211
UGC08084  	194.59190	+02.79229	 2.545	  46.63	 0.493
UGC08085  	194.57196	+14.55724	 1.601	  33.95	 0.218
UGC08127  	195.26529	-01.95339	 0.732	  20.52	 0.329
UGC08146  	195.53204	+58.69867	 1.205	  36.98	 0.185
UGC08153  	195.77464	+03.99189	 2.193	  34.36	 0.964
UGC08155  	195.81103	+07.80219	14.458	 119.83	 0.990
UGC08166  	195.96865	+10.97217	 1.979	  12.43	 0.179
UGC08181  	196.35287	+32.89978	 1.034	  23.12	 0.275
UGC08201  	196.60354	+67.70694	 0.637	  80.94	 0.544
UGC08246  	197.51875	+34.18093	 1.257	  39.67	 0.195
UGC08282  	197.96870	+60.24719	 1.457	  19.48	 0.376
UGC08303  	198.32454	+36.21422	 0.789	  34.42	 0.848
UGC08313  	198.47437	+42.20858	 0.948	  28.77	 0.315
UGC08320  	198.61608	+45.91994	 0.943	  74.88	 0.443
UGC08331  	198.87450	+47.49961	 1.150	  48.23	 0.398
UGC08365  	199.68715	+41.94978	 1.963	  54.55	 0.318
UGC08385  	200.15917	+09.78742	 1.137	  41.13	 0.407
UGC08441  	201.37187	+57.82161	 1.603	  63.71	 0.645
UGC08449  	201.65258	+42.76392	 0.844	  19.50	 0.340
UGC08489  	202.41225	+45.38764	 1.647	  29.79	 0.320
UGC08507  	202.74475	+19.43661	 0.561	  30.52	 0.460
UGC08508  	202.68467	+54.91100	      	       	
UGC08516  	202.96915	+20.00118	 1.055	  16.65	 0.635
UGC08575  	203.94008	+08.96932	 2.095	  47.31	 0.223
UGC08588  	203.92837	+45.92969	 1.086	  27.95	 0.914
UGC08597  	204.06546	+46.20002	 2.461	  37.85	 0.466
UGC08614  	204.35937	+07.64517	 1.074	  57.59	 0.538
UGC08629  	204.62821	+08.44253	 2.689	 102.60	 0.473
UGC08630  	204.60942	+33.11683	      	       	
UGC08639  	204.74925	+51.43494	 1.248	  34.67	 0.668
UGC08642  	204.86996	+46.01544	 1.012	  23.08	 0.166
UGC08651  	204.97396	+40.74036	 0.967	  55.22	 0.600
UGC08658  	205.16629	+54.33300	 1.585	  36.98	 0.572
UGC08662  	205.32371	+33.77261	 0.705	  19.94	 0.144
UGC08684  	205.56632	+60.77677	 0.905	  29.28	 0.196
UGC08688  	205.87679	+43.46317	 1.020	  20.99	 0.571
UGC08693  	206.11839	+35.19230	 1.437	  20.91	 0.301
UGC08726  	206.95562	+40.48658	 0.694	  30.00	 0.194
UGC08733  	207.16300	+43.41242	 1.397	  35.04	 0.544
UGC08737  	207.06961	+68.08501	 0.939	  25.55	 0.098
UGC08756  	207.64966	+42.54144	 3.822	  10.25	 0.429
UGC08760  	207.71129	+38.01778	 0.609	  51.10	 0.298
UGC08795  	208.20189	+37.49081	 1.248	  20.99	 0.324
UGC08837  	208.69067	+53.90075	 1.014	  86.67	 0.311
UGC08839  	208.85333	+17.79508	 2.667	  87.08	 0.634
UGC08851  	208.90950	+39.71606	 1.292	  22.02	 0.428
UGC08877  	209.27942	+41.79286	 1.148	  27.17	 0.902
UGC08892  	209.42154	+57.00108	 1.347	  41.70	 0.675
UGC08899  	209.73170	+21.98822	 1.455	  19.20	 0.309
UGC08909  	209.65804	+60.79714	 1.156	  20.76	 0.809
UGC08988  	210.83472	+60.99023	 1.186	  17.43	 0.169
UGC08995  	211.19742	+08.80108	 1.294	  41.24	 0.383
UGC09056  	212.33887	+49.03882	 1.386	  15.82	 0.261
UGC09057  	212.55392	-02.57569	 1.790	  50.70	 0.310
UGC09071  	212.51274	+54.21854	 1.146	  27.86	 0.227
UGC09126  	213.91950	+16.54903	      	       	
UGC09128  	213.98625	+23.05450	 0.462	  34.40	 0.561
UGC09169  	214.93599	+09.36235	 1.363	  72.89	 0.179
UGC09206  	215.61411	+15.08714	 0.908	  12.74	 0.412
UGC09215  	215.86317	+01.72619	 2.982	  41.50	 0.521
UGC09240  	216.18042	+44.52778	 0.728	  39.06	 0.856
UGC09242  	216.33813	+39.53931	 1.101	  75.88	 0.073
UGC09245  	216.36212	+56.32039	 2.349	  54.12	 0.381
UGC09249  	216.74958	+08.68347	 0.926	  34.29	 0.163
UGC09274  	217.00846	+21.30261	 0.839	  31.76	 0.460
UGC09282  	217.17125	+21.34106	 1.122	  28.48	 0.561
UGC09291  	217.15347	+38.99923	 1.047	  28.45	 0.520
UGC09299  	217.39424	-00.01824	 1.490	  25.96	 0.497
UGC09310  	217.50475	+03.22044	 1.077	  30.61	 0.312
UGC09345  	217.93342	+06.15803	 0.834	  18.79	 0.169
UGC09356  	218.22302	+11.59485	 0.869	  16.25	 0.523
UGC09364  	218.34037	+06.87717	 1.239	  21.63	 0.504
UGC09380  	218.66317	+04.26406	 0.971	  29.01	 0.600
UGC09389  	218.88832	+12.90795	 1.779	  29.52	 0.252
UGC09392  	218.95171	+03.03928	 1.194	  27.63	 0.289
UGC09394  	218.91704	+13.17018	 1.667	  39.74	 0.276
UGC09448  	219.74678	+51.12075	 1.112	  16.12	 0.134
UGC09469  	220.43467	-01.80772	 1.329	  29.52	 0.860
UGC09470  	220.45287	+00.68697	 0.908	  23.90	 0.510
UGC09482  	220.69558	+00.66172	 1.061	  18.60	 0.179
UGC09569  	222.99919	+43.72087	 1.823	  26.76	 0.644
UGC09601  	224.00809	-01.38766	 1.210	  20.62	 0.969
UGC09661  	225.51472	+01.84111	 1.434	  21.61	 0.772
UGC09663  	225.30725	+52.59589	 1.052	  23.04	 0.877
UGC09665  	225.38521	+48.31990	 1.018	  16.76	 0.176
UGC09682  	226.12562	-00.85133	 1.070	  32.80	 0.253
UGC09703  	226.35947	+46.56531	 1.465	  10.74	 0.248
UGC09730  	226.01237	+77.63428	 1.390	  20.62	 0.908
UGC09746  	227.56896	+01.93427	 0.883	  19.99	 0.273
UGC09751  	227.74350	+01.43777	 1.515	  21.98	 0.187
UGC09760  	228.00909	+01.69761	 0.956	  31.90	 0.172
UGC09815  	229.81252	+44.91653	 1.276	  27.33	 0.236
UGC09816  	229.69935	+59.46269	      	       	
UGC09837  	230.96556	+58.05312	 1.868	  29.21	 0.890
UGC09845  	231.52316	+09.20405	      	       	
UGC09856  	231.62583	+41.29072	 1.931	  32.73	 0.123
UGC09858  	231.67284	+40.56440	 1.667	  26.51	 0.236
UGC09875  	232.69771	+23.06575	 2.262	  85.31	 0.896
UGC09936  	234.18783	+44.23692	 1.075	  29.29	 0.457
UGC09951  	234.83400	+15.38436	 1.626	  21.24	 0.604
UGC09977  	235.49814	+00.71323	 2.122	  49.97	 0.141
UGC09979  	235.58108	+00.47528	 1.201	  43.60	 0.355
UGC09991  	235.84988	+14.43582	 0.997	  25.65	 0.240
UGC09992  	235.45004	+67.25389	 0.860	  24.15	 0.620
UGC10014  	236.43396	+12.50981	 1.163	  35.83	 0.875
UGC10020  	236.43538	+20.56070	 1.774	  29.40	 0.951
UGC10025  	236.60175	+02.84403	 0.955	  21.42	 0.146
UGC10041  	237.25583	+05.18878	 1.270	  52.63	 0.518
UGC10043  	237.17162	+21.86939	 2.704	  15.21	 0.114
UGC10054  	235.98209	+81.80964	 1.979	  60.12	 0.354
UGC10061  	237.81287	+16.32956	      	       	
UGC10194  	241.01971	+63.71300	 1.123	  29.35	 0.153
UGC10288  	243.60335	-00.20754	 1.437	  49.57	 0.086
UGC10290  	243.63796	+00.82197	 1.258	  29.87	 0.870
UGC10297  	243.87004	+18.90484	 0.840	  16.61	 0.178
UGC10310  	244.07637	+47.04575	 1.063	  47.51	 0.608
UGC10413  	247.36327	+21.33675	 2.295	  23.22	 0.366
UGC10437  	247.78145	+43.34804	 1.857	  17.84	 0.776
UGC10445  	248.44660	+28.98388	 1.299	  32.27	 0.671
UGC10477  	249.39525	+37.28623	 1.229	  23.70	 0.293
UGC10608  	253.59025	+53.11211	      	       	
UGC10650  	255.06179	+23.10742	 3.829	  55.54	 0.168
UGC10713  	256.14139	+72.44653	 0.864	  16.88	 0.202
UGC10721  	257.10642	+25.51741	 1.347	  12.61	 0.503
UGC10736  	257.02004	+69.46444	 1.444	  47.57	 0.416
UGC10791  	258.66121	+72.39861	 1.001	  29.17	 0.748
UGC10803  	259.02203	+73.43581	 1.082	  10.75	 0.722
UGC10806  	259.71420	+49.88424	 1.218	  31.52	 0.401
UGC10854  	261.19354	+58.20544	 1.065	  16.66	 0.447
UGC10887  	261.52879	+77.70389	 1.046	  22.51	 0.195
UGC11782  	324.53954	+08.96050	 1.843	  71.53	 0.358
UGC11921  	332.31527	+14.36010	 0.970	  27.34	 0.310
UGC12010  	335.82803	+05.53387	 1.466	  18.20	 0.183
UGC12054  	337.38525	+07.72602	 1.216	  16.19	 0.222
UGC12151  	340.39113	+00.40084	 1.704	  57.00	 0.605
UGC12178  	341.28604	+06.43097	 1.394	  47.97	 0.472
UGC12281  	344.80296	+13.60572	 1.333	  41.63	 0.097
UGC12307  	345.30012	+12.72319	 1.206	  26.73	 0.215
UGC12308  	345.32803	+14.33948	 1.853	  31.53	 0.264
UGC12313  	345.43250	+16.06764	 2.052	  41.36	 0.277
UGC12350  	346.33392	+16.86652	 1.411	  46.28	 0.316
UGC12518  	350.05325	+07.93212	 1.881	  16.31	 0.159
UGC12613  	352.15104	+14.74292	 1.049	 266.86	 0.290
UGC12641  	352.72751	+20.25078	 1.403	  14.23	 0.299
UGC12681  	353.72800	+18.07083	 0.919	  19.74	 0.336
UGC12682  	353.72171	+18.22690	 1.250	  30.53	 0.656
UGC12692  	353.92923	+20.28904	 0.836	  12.23	 0.163
UGC12707  	354.17054	+17.51499	 1.765	  27.97	 0.505
UGC12709  	354.34962	+00.39056	 1.403	  49.87	 0.706
UGC12732  	355.16650	+26.23606	 1.483	  63.24	 0.714
UGC12791  	357.20596	+26.22064	 0.793	  33.78	 0.314
UGC12843  	358.87646	+17.91931	 0.992	  41.89	 0.380
UGC12846  	358.94177	+18.42600	 1.205	  29.02	 0.807
UGC12856  	359.18600	+16.80858	 1.339	  41.22	 0.316
UGC12857  	359.19803	+01.35510	 1.316	  19.09	 0.195
UGC12893  	000.11866	+17.22030	 1.179	  33.55	 0.861

#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
Name	n	Re
 	 	arcsec
----------	------	------
ESO011-005	 3.001	 48.94
ESO011-005	      	
ESO012-010	      	
ESO012-010	      	
ESO012-014	      	
ESO012-014	      	
ESO013-016	      	
ESO013-016	      	
ESO015-001	      	
ESO015-001	      	
ESO026-001	      	
ESO026-001	      	
ESO026-001	      	
ESO027-001	 3.257	  2.52
ESO027-001	      	
ESO027-001	      	
ESO027-008	      	
ESO027-008	      	
ESO048-017	      	
ESO048-017	      	
ESO048-017	      	
ESO054-021	      	
ESO054-021	      	
ESO079-003	20.000	295.79
ESO079-003	      	
ESO079-005	      	
ESO079-005	      	
ESO079-007	      	
ESO079-007	      	
ESO085-014	      	
ESO085-014	      	
ESO085-030	 1.084	 11.96
ESO085-030	      	
ESO085-047	      	
ESO085-047	      	
ESO107-016	      	
ESO114-007	      	
ESO115-021	 1.849	120.33
ESO115-021	      	
ESO119-016	      	
ESO120-012	 0.955	 32.85
ESO120-012	      	
ESO120-021	      	
ESO145-025	      	
ESO145-025	      	
ESO146-014	 0.358	  7.62
ESO146-014	      	
ESO149-001	      	
ESO149-003	      	
ESO150-005	      	
